Remark=,"""17:41:07 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,17:48:23,wheat,1,550.0001286,0,-5.391793373,-0.001266049,-6758.81827,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.001469504,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011653042,0.910691562,21.39065552,2,4.644859791,1,9.289719582,20.73866653,21.39065552,20.0240612,1.066206813,4.666423321,16.29344559,16.2857914,67.01792908,66.98932648,299.5290833,2.522166014,9.023581505,101.0570679,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497645416,-1.1653E-05,294.5406555,293.8886665,0.403546553,-0.023861146,2.556485889,25.2974477,9.011656299,21.06466103,2.505867138,-0.001266222,1.645794327,0.860072811,-0.000791373,-683.0263567,-1448.393728,63.61587098,5.449969152,-0.629368024,0,2.194284432,0,#DIV/0!,#DIV/0!
245,17:48:24,wheat,1,551.5001285,0,-5.103999682,-0.001430078,-5663.569691,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.870828253,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.013163049,0.910693543,21.39059067,2,4.644859791,1,9.289719582,20.73852539,21.39059067,20.02392769,1.061486483,4.469536304,16.29430008,16.28565407,67.02122498,66.99048615,299.5295715,2.521471977,9.035043716,101.0571747,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497647858,-1.3163E-05,294.5405907,293.8885254,0.403435507,-0.023610021,2.556475731,25.29732044,9.011666373,21.06455803,2.505851284,-0.001430298,1.645782188,0.860069096,-0.000893917,-572.3443516,-1267.149276,63.61500966,5.211259401,-0.623056663,0,2.19368062,0,#DIV/0!,#DIV/0!
246,17:48:25,wheat,1,552.5001284,0,-4.844289897,-0.001548959,-4962.405656,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.749208741,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.014257711,0.910709615,21.39058113,2,4.644859791,1,9.289719582,20.73832512,21.39058113,20.023592,1.056728721,4.291386127,16.29483795,16.28547287,67.02438354,66.99185181,299.5279236,2.526127338,9.039112091,101.0572205,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497639618,-1.42577E-05,294.5405811,293.8883251,0.404180365,-0.02343049,2.556474237,25.2972942,9.011821331,21.06445313,2.505835138,-0.001549218,1.645764622,0.860070516,-0.000968238,-501.4869224,-1156.364286,63.61388441,4.995367696,-0.616899729,0,2.197730784,0,#DIV/0!,#DIV/0!
247,17:48:26,wheat,1,554.0001283,0,-4.607295078,-0.001641339,-4453.684922,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.632672789,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.015108439,0.910724804,21.3905735,2,4.644859791,1,9.289719582,20.73815346,21.3905735,20.02317238,1.052734494,4.129164696,16.29523468,16.28531075,67.02671051,66.99272919,299.5262146,2.539587975,9.046019554,101.0572205,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497631073,-1.51084E-05,294.5405735,293.8881535,0.406334067,-0.023285603,2.556473042,25.29728238,9.01197163,21.06436348,2.50582134,-0.001641629,1.645748238,0.860073102,-0.001025992,-450.077019,-1078.592221,63.61290188,4.798705719,-0.610755122,0,2.209441538,0,#DIV/0!,#DIV/0!
248,17:48:27,wheat,1,555.0001283,0,-4.395183901,-0.001710001,-4077.819415,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.537989025,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.015741371,0.910769573,21.39085007,2,4.644859791,1,9.289719582,20.73795509,21.39085007,20.02263641,1.051216483,3.98603344,16.29564476,16.28530502,67.02892303,66.99430084,299.5244141,2.537410975,9.051330566,101.0571671,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49762207,-1.57414E-05,294.5408501,293.8879551,0.405985747,-0.023200111,2.556516363,25.29772442,9.012419397,21.06440258,2.505827358,-0.001710316,1.64574679,0.860080568,-0.001068919,-412.0928779,-1023.026896,63.6114527,4.624750057,-0.604538687,0,2.207547548,0,#DIV/0!,#DIV/0!
249,17:48:29,wheat,1,556.0001282,0,-4.211108638,-0.001810796,-3689.26709,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.446535855,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.0166705,0.910828474,21.39115524,2,4.644859791,1,9.289719582,20.73771858,21.39115524,20.02213478,1.053143859,3.865063429,16.29615021,16.28520012,67.03165436,66.99564362,299.5230103,2.551564455,9.059615135,101.0571365,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497615051,-1.66705E-05,294.5411552,293.8877186,0.408250304,-0.02305746,2.556564166,25.29820509,9.013004969,21.06443691,2.505832642,-0.001811149,1.645735692,0.860096951,-0.001131936,-372.826768,-954.5165707,63.60937793,4.477029873,-0.598311846,0,2.219861076,0,#DIV/0!,#DIV/0!
250,17:48:30,wheat,1,557.5001281,0,-4.042508636,-0.001901762,-3371.906539,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.365969312,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017509627,0.910906343,21.39147568,2,4.644859791,1,9.289719582,20.73748589,21.39147568,20.02169228,1.05764091,3.75699091,16.2964325,16.28493118,67.03412628,66.99668884,299.5220642,2.560186625,9.066998482,101.057106,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497610321,-1.75096E-05,294.5414757,293.8874859,0.409629851,-0.022933859,2.55661436,25.29870942,9.013778234,21.06448078,2.505839395,-0.001902151,1.645708017,0.860131378,-0.00118881,-340.7551166,-897.5019159,63.60662051,4.344456076,-0.59185847,0,2.227362363,0,#DIV/0!,#DIV/0!
251,17:48:31,wheat,1,558.500128,0,-3.906696405,-0.002009962,-3082.942641,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.303203915,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.018508436,0.911023567,21.39199066,2,4.644859791,1,9.289719582,20.73726463,21.39199066,20.02139854,1.059322476,3.667998552,16.29672813,16.28457069,67.03646088,66.99726868,299.5208435,2.563704967,9.066699982,101.0570984,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497604218,-1.85084E-05,294.5419907,293.8872646,0.410192786,-0.022794159,2.55669503,25.29950959,9.014938901,21.06462765,2.505862,-0.002010397,1.645671463,0.860190537,-0.001256459,-311.5532378,-840.4972349,63.6026533,4.235727223,-0.586620063,0,2.230423322,0,#DIV/0!,#DIV/0!
252,17:48:32,wheat,1,559.5001279,0,-3.789096114,-0.002129547,-2821.964754,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.251038911,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.019611797,0.911112714,21.39236259,2,4.644859791,1,9.289719582,20.73706818,21.39236259,20.0211792,1.060771823,3.590930939,16.29715347,16.28427124,67.03912354,66.99794006,299.5200195,2.562556267,9.058294296,101.0570602,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497600098,-1.96118E-05,294.5423626,293.8870682,0.410008994,-0.022632618,2.556753294,25.30009569,9.015824446,21.06471539,2.505875504,-0.002130035,1.64564058,0.860234925,-0.001331228,-285.1794622,-785.8588212,63.5994472,4.141569708,-0.581867348,0,2.229423952,0,#DIV/0!,#DIV/0!
253,17:48:33,wheat,1,561.0001278,0,-3.685251863,-0.002198114,-2658.857818,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.208530987,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.020244765,0.911173532,21.39255333,2,4.644859791,1,9.289719582,20.73686409,21.39255333,20.02106285,1.060283184,3.521107197,16.29727173,16.28397369,67.04120636,66.99835205,299.5194397,2.553924084,9.043637276,101.0570068,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497597198,-2.02448E-05,294.5425533,293.8868641,0.408627844,-0.022547696,2.556783173,25.30040472,9.016431029,21.06470871,2.505874477,-0.002198634,1.645609641,0.860264836,-0.001374099,-268.6962127,-755.1198159,63.59717387,4.056655119,-0.577745943,0,2.221913953,0,#DIV/0!,#DIV/0!
254,17:48:35,wheat,1,562.0001278,0,-3.59224471,-0.00221489,-2572.066597,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.167147017,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.020398743,0.911147064,21.3924942,2,4.644859791,1,9.289719582,20.73661995,21.3924942,20.02101135,1.061500311,3.460210562,16.29755783,16.28415871,67.04381561,66.99971771,299.5205688,2.552884579,9.031558037,101.0569153,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497602844,-2.03987E-05,294.5424942,293.8866199,0.408461523,-0.022530082,2.55677391,25.30033599,9.01617728,21.06455708,2.505851138,-0.002215419,1.645626847,0.860224291,-0.001384589,-259.9251162,-743.3266129,63.59803154,3.982242504,-0.573696082,0,2.221009583,0,#DIV/0!,#DIV/0!
255,17:48:36,wheat,1,563.5001277,0,-3.514506859,-0.00219666,-2537.301334,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.130547977,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.020230405,0.911128169,21.3924408,2,4.644859791,1,9.289719582,20.73637199,21.3924408,20.02106857,1.059794307,3.406586409,16.29756737,16.28427887,67.04598999,67.00106049,299.521698,2.556492805,9.020331383,101.0568161,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49760849,-2.02304E-05,294.5424408,293.886372,0.40903884,-0.022564396,2.556765544,25.30027803,9.015999161,21.06440639,2.505827945,-0.00219718,1.645637375,0.86019057,-0.001373191,-256.4115943,-744.8222441,63.59873759,3.917321336,-0.570589391,0,2.224148741,0,#DIV/0!,#DIV/0!
256,17:48:37,wheat,1,564.5001276,0,-3.442787318,-0.002084527,-2619.413458,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.098675307,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.019196701,0.911090462,21.3924675,2,4.644859791,1,9.289719582,20.73615074,21.3924675,20.02119637,1.05720818,3.356105328,16.29732132,16.28471184,67.0472641,67.00307465,299.5220337,2.555624485,9.010401726,101.0567017,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497610168,-1.91967E-05,294.5424675,293.8861507,0.408899908,-0.022749686,2.556769727,25.30034808,9.015636238,21.06430912,2.505812973,-0.002084995,1.645679266,0.860133707,-0.00130308,-264.7092843,-780.4920293,63.60073375,3.856417833,-0.567790652,0,2.223393302,0,#DIV/0!,#DIV/0!
257,17:48:38,wheat,1,565.5001275,0,-3.383456977,-0.001975545,-2716.477832,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.073126407,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.018191989,0.911045707,21.39244843,2,4.644859791,1,9.289719582,20.73597145,21.39244843,20.02129936,1.052674532,3.311954975,16.29709435,16.28514481,67.04885101,67.00491333,299.5216675,2.552919865,9.008696556,101.0565796,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497608337,-1.8192E-05,294.5424484,293.8859715,0.408467169,-0.022927525,2.556766739,25.30034907,9.015204264,21.06420994,2.505797708,-0.001975965,1.645721032,0.860076675,-0.00123494,-274.5179582,-820.2037323,63.60289823,3.803645481,-0.565766896,0,2.221040282,0,#DIV/0!,#DIV/0!
258,17:48:39,wheat,1,567.0001274,0,-3.329143645,-0.001766755,-2989.169557,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.04940165,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.016266654,0.910915716,21.39194298,2,4.644859791,1,9.289719582,20.73584366,21.39194298,20.02135468,1.050025225,3.273055792,16.29634857,16.2856636,67.04895782,67.00668335,299.5187683,2.551145792,9.006178856,101.0564804,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497593842,-1.62667E-05,294.541943,293.8858437,0.408183318,-0.023237459,2.556687561,25.29959039,9.013926787,21.06389332,2.505748975,-0.001767091,1.645771845,0.85997713,-0.001104402,-302.0749548,-913.2656903,63.60778704,3.756853379,-0.563661763,0,2.219496839,0,#DIV/0!,#DIV/0!
259,17:48:41,wheat,1,568.0001274,0,-3.279876879,-0.001513854,-3437.509516,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.025843689,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.013934873,0.910724065,21.39118004,2,4.644859791,1,9.289719582,20.73573303,21.39118004,20.02135658,1.049256444,3.239400387,16.29554558,16.28639221,67.04886627,67.00918579,299.516571,2.554529667,9.008974075,101.0563889,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497582855,-1.39349E-05,294.54118,293.885733,0.408724738,-0.023601239,2.55656805,25.2984307,9.012038483,21.06345654,2.50568175,-0.001514101,1.645843984,0.859837766,-0.000946291,-347.3822983,-1061.156111,63.6147416,3.716038432,-0.561481061,0,2.22244081,0,#DIV/0!,#DIV/0!
260,17:48:42,wheat,1,569.5001273,0,-3.239406841,-0.001247873,-4119.513791,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.005523714,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011484132,0.910558999,21.39051437,2,4.644859791,1,9.289719582,20.73565674,21.39051437,20.02138519,1.05278492,3.215903997,16.29454231,16.28699875,67.04779816,67.01163483,299.5159912,2.559890747,9.015541077,101.0563583,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497579956,-1.14841E-05,294.5405144,293.8856567,0.40958251,-0.023986537,2.55646378,25.29740654,9.010407792,21.06308556,2.505624654,-0.00124804,1.645904782,0.859719872,-0.00078001,-416.3030618,-1280.981582,63.62090211,3.686660859,-0.559026158,0,2.22710495,0,#DIV/0!,#DIV/0!
261,17:48:43,wheat,1,570.5001272,0,-3.196242443,-0.001060921,-4781.490144,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.990977333,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.009762288,0.910452659,21.39010048,2,4.644859791,1,9.289719582,20.73560143,21.39010048,20.02137375,1.060133338,3.194415808,16.29382324,16.28741074,67.04709625,67.01344299,299.517395,2.547400951,9.029426575,101.0563507,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497586975,-9.76229E-06,294.5401005,293.8856014,0.407584143,-0.024269526,2.55639895,25.29676692,9.009356188,21.06285095,2.505588547,-0.001061042,1.645946291,0.859642256,-0.000663141,-483.1999449,-1496.827724,63.62496455,3.658899936,-0.555797687,0,2.216238828,0,#DIV/0!,#DIV/0!
262,17:48:44,wheat,1,572.0001271,0,-3.15863968,-0.000954607,-5251.868236,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.977373767,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.008783747,0.910435873,21.39003754,2,4.644859791,1,9.289719582,20.73553276,21.39003754,20.02133369,1.066303492,3.175472498,16.29324532,16.28747559,67.0464859,67.0147934,299.5177307,2.538634777,9.040308952,101.0563736,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497588654,-8.78375E-06,294.5400375,293.8855328,0.406181555,-0.024440185,2.556389091,25.29666364,9.009188051,21.06278515,2.50557842,-0.000954705,1.645953218,0.859625202,-0.000596682,-530.7347586,-1653.8856,63.62591192,3.63449212,-0.552955746,0,2.208612256,0,#DIV/0!,#DIV/0!
Remark=,"""17:48:45 LCF Lamp: Off""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:48:45 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:48:46 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:48:46 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:49:41 Launched AutoProg /User/Configs/AutoProgs/AutoLog2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:50:25 LCF Lamp: Off""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:50:26 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:50:26 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:50:26 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,17:50:27,wheat,1,674.5001312,0,-2.806569681,-0.001174751,-3791.247313,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.810380319,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.010819496,0.91126218,21.39549065,2,4.644859791,1,9.289719582,20.7375145,21.39549065,20.02673531,1.076529145,2.950567961,16.29484177,16.28773499,67.05793762,67.02789307,299.5243835,2.562397957,9.044734955,101.0564804,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497621918,-1.08195E-05,294.5454906,293.8875145,0.409983664,-0.024228945,2.557243351,25.30509019,9.017355205,21.06650257,2.5061506,-0.0011749,1.645981171,0.860169428,-0.000734299,-383.1301098,-1284.921196,63.60403698,3.35842409,-0.531526564,0,2.229286222,0,#DIV/0!,#DIV/0!
264,17:50:28,wheat,1,675.5001311,0,-2.845387932,-0.001115235,-4048.998059,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.829120238,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.010273215,0.911432991,21.39637756,2,4.644859791,1,9.289719582,20.74091721,21.39637756,20.03188324,1.077436686,2.977462292,16.29417419,16.28742599,67.04895782,67.01982117,299.5137024,2.55829668,9.03519249,101.0564423,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497568512,-1.02732E-05,294.5463776,293.8909172,0.40932746,-0.024218585,2.557382315,25.30647486,9.019048862,21.06864738,2.506480778,-0.001115369,1.645949325,0.860531454,-0.000697093,-409.1773386,-1359.882229,63.59940608,3.390959564,-0.533668949,0,2.225718112,0,#DIV/0!,#DIV/0!
265,17:50:29,wheat,1,676.500131,0,-3.287816366,-0.001050122,-4969.070692,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.024716239,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.009674895,0.911577516,21.39724922,2,4.644859791,1,9.289719582,20.74430847,21.39724922,20.03678513,1.074587822,3.270081997,16.2937088,16.28735352,67.03985596,67.01248932,299.5086975,2.566246033,9.029553413,101.0564041,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497543488,-9.6749E-06,294.5472492,293.8943085,0.410599356,-0.02420946,2.557518895,25.30783593,9.020482414,21.07077885,2.506808939,-0.001050241,1.645941379,0.86086756,-0.00065639,-502.1564159,-1519.55538,63.5958095,3.747873824,-0.55789323,0,2.232634048,0,#DIV/0!,#DIV/0!
266,17:50:30,wheat,1,677.500131,0,-3.976408856,-0.001002095,-6298.246602,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.331212154,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.009233561,0.911695137,21.39786911,2,4.644859791,1,9.289719582,20.74764824,21.39786911,20.04137611,1.070702672,3.7260077,16.29321861,16.28715324,67.03056335,67.0045929,299.5093384,2.56995821,9.017272949,101.0563889,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497546692,-9.23356E-06,294.5478691,293.8976482,0.411193304,-0.024167994,2.557616029,25.30880094,9.021647692,21.07275867,2.507113788,-0.001002203,1.645920892,0.861192896,-0.000626367,-636.4780577,-1690.347178,63.59266903,4.303867119,-0.587542425,0,2.235863643,0,#DIV/0!,#DIV/0!
267,17:50:31,wheat,1,678.5001309,0,-4.93083146,-0.000959152,-8160.110028,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.753164725,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.00883875,0.911788959,21.39826584,2,4.644859791,1,9.289719582,20.7509861,21.39826584,20.04553032,1.066323757,4.358923435,16.29265213,16.28684616,67.02076721,66.99641418,299.5122681,2.577166319,9.005548477,101.0563507,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49756134,-8.83875E-06,294.5482658,293.9009861,0.412346602,-0.024107217,2.557678196,25.30942567,9.022579505,21.07462597,2.507401339,-0.000959251,1.645889238,0.861512102,-0.000599523,-824.6309408,-1872.047112,63.58996984,5.075481391,-0.617776718,0,2.242134697,0,#DIV/0!,#DIV/0!
268,17:50:32,wheat,1,680.0001308,0,-6.115410685,-0.000946472,-10256.41292,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.272762402,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.008722737,0.911877213,21.3985157,2,4.644859791,1,9.289719582,20.75418091,21.3985157,20.04848862,1.062343001,5.145888329,16.29210472,16.28637505,67.01113129,66.98841858,299.5169678,2.587064266,8.993494034,101.0562592,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497584839,-8.72274E-06,294.5485157,293.9041809,0.413930273,-0.023997561,2.55771735,25.30983604,9.023460999,21.0763483,2.507666593,-0.000946568,1.645840137,0.861826456,-0.000591596,-1036.474722,-1993.127767,63.58705388,6.034591626,-0.644386518,0,2.250745912,0,#DIV/0!,#DIV/0!
269,17:50:34,wheat,1,681.0001307,0,-7.221579475,-0.000918638,-12478.98105,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.767242893,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.00846725,0.911990148,21.39890671,2,4.644859791,1,9.289719582,20.75721169,21.39890671,20.05003548,1.059570432,5.881729126,16.29144287,16.28588104,67.00130463,66.97975159,299.5185242,2.584247589,8.980754852,101.0561523,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497592621,-8.46725E-06,294.5489067,293.9072117,0.413479605,-0.023932018,2.557778623,25.31046912,9.024588078,21.0780592,2.507930109,-0.000918729,1.645788476,0.862141633,-0.000574197,-1261.07781,-2121.651776,63.58352313,6.931183009,-0.662474883,0,2.248295403,0,#DIV/0!,#DIV/0!
270,17:50:35,wheat,1,682.5001306,0,-8.19782458,-0.0010214,-12740.05373,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.203102803,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.009416714,0.912199727,21.39969635,2,4.644859791,1,9.289719582,20.76000404,21.39969635,20.05019569,1.057013631,6.53108263,16.29123688,16.28505135,66.99303436,66.97084808,299.5170898,2.582921028,8.979308128,101.0560303,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497585449,-9.41671E-06,294.5496964,293.910004,0.413267355,-0.023689061,2.557902369,25.31172422,9.02667287,21.0798502,2.508205989,-0.001021513,1.645702642,0.862503348,-0.000638435,-1287.459256,-1950.680224,63.57650575,7.722406339,-0.67490497,0,2.247141294,0,#DIV/0!,#DIV/0!
